pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance_miles,fare_amount
2023-07-22 13:44:00,40.65193019906931,-74.07406853561281,40.6643345091053,-73.72411834904187,5.0,11.96,37.13
2023-01-05 17:34:00,40.76414851315283,-73.80096270553416,40.81101376500948,-74.1001608118041,5.0,1.15,4.45
2023-04-27 06:14:00,40.59882285122821,-74.03031838364922,40.69527548455345,-74.09407471456643,3.0,4.32,12.28
2023-11-04 17:43:00,40.652250626987325,-73.8732389435488,40.88954060857304,-73.87267008696735,6.0,8.18,26.73
2023-09-05 18:18:00,40.67822664515279,-73.7452699830538,40.705733863216686,-74.04046423767186,4.0,7.82,24.79
2023-07-22 08:09:00,40.70962449447596,-74.13263647619938,40.63511328972242,-73.70050257147494,3.0,24.12,71.38
2023-04-24 05:12:00,40.824811586487556,-73.97560972567128,40.553437090416864,-74.11237695689033,4.0,27.66,77.86
2023-06-06 18:52:00,40.619885823755425,-74.08928700814371,40.8839395052926,-73.81622169665712,3.0,22.26,68.93
2023-09-03 02:24:00,40.729982053444765,-73.74110403034014,40.591560343916804,-73.82622480149253,2.0,20.16,57.2
2023-03-16 10:15:00,40.75734509910171,-73.98796514997481,40.611311838439555,-73.82066663893661,5.0,21.29,64.05
2023-03-09 12:51:00,40.566257644451994,-74.05399658300101,40.56341794228562,-73.84817372248473,2.0,20.41,55.71
2023-10-04 15:42:00,40.7626406981655,-73.84558554094112,40.71272811144571,-74.11437943334333,1.0,4.25,16.34
2023-03-12 10:14:00,40.60968344329055,-73.90556324565847,40.69293510623461,-74.00338462680637,3.0,7.43,23.15
2023-09-19 09:37:00,40.57276805754484,-73.78237849321646,40.835518237853556,-74.10257561718088,1.0,11.37,30.93
2023-09-08 11:03:00,40.88210993803867,-73.81111932857472,40.74437541991734,-73.85407052106673,5.0,6.53,17.86
2023-07-12 14:50:00,40.887971211576094,-73.71139856617123,40.75380272503358,-74.04886442743711,2.0,26.16,74.52
2023-02-01 15:21:00,40.83293907184076,-74.10926046176036,40.82658544584659,-73.90250974756553,5.0,17.33,51.46
2023-12-01 13:01:00,40.656614819210674,-74.11387725423957,40.754026305765784,-73.70470415711611,5.0,23.66,67.89
2023-04-01 21:29:00,40.58418523990223,-73.74168768566928,40.747882693920516,-74.11082175068992,2.0,11.32,32.07
2023-10-03 15:22:00,40.78948155927925,-73.71992049923017,40.87498397386238,-73.7330424688702,4.0,28.9,79.98
2023-02-27 09:07:00,40.70405337280886,-73.96701454432919,40.70296735956641,-73.9443770994095,5.0,11.11,34.3
2023-08-02 11:39:00,40.59271338219567,-73.94485857664712,40.772052632666274,-73.89845888758771,6.0,13.76,38.7
2023-09-21 08:01:00,40.72331191853894,-73.9840857713275,40.68451648059567,-73.78864315525225,2.0,18.09,57.46
2023-05-21 00:29:00,40.56203598239033,-73.80004090621402,40.77773603395298,-73.8035935069,6.0,11.05,35.02
2023-02-20 15:33:00,40.86826214072757,-73.80314602155043,40.5535196769238,-74.13579371742834,6.0,3.8,14.81
2023-02-03 08:50:00,40.640572993560006,-74.05081115232147,40.8043388756224,-73.89973679388972,6.0,8.13,21.93
2023-06-15 22:48:00,40.78188279952389,-73.97724764156153,40.82361633575043,-73.71718251309689,3.0,7.79,25.45
2023-07-30 17:25:00,40.65909887663129,-74.05440349533349,40.857079538587556,-73.93276472046415,4.0,29.62,81.94
2023-02-28 02:27:00,40.73202380741223,-74.12901913474684,40.72494090084642,-73.73813042168108,6.0,23.77,69.83
2023-06-19 12:18:00,40.74134859777015,-74.12474534117123,40.65016326716778,-74.05405019914124,4.0,5.55,12.8
2023-03-15 13:07:00,40.61469905943393,-74.0839295940558,40.80566752676987,-73.8342507319623,4.0,3.93,9.75
2023-10-04 19:11:00,40.889354619717594,-74.13655308417015,40.882156393678535,-73.88602285808265,2.0,29.9,86.67
2023-07-22 09:56:00,40.82129648817639,-73.95957115717567,40.81944817942858,-74.09086043605355,2.0,20.27,57.24
2023-11-27 03:55:00,40.878824629547466,-74.12119122033322,40.868913926564204,-74.08227597626039,1.0,2.54,7.94
2023-09-23 15:54:00,40.863189572649674,-73.76866487376876,40.59176830539845,-73.83490468037729,6.0,1.8,11.34
2023-04-29 10:35:00,40.75926499258388,-73.82956311017143,40.87349049010293,-74.09690110935652,4.0,5.32,16.54
2023-09-27 13:22:00,40.87265598225809,-73.79736072056753,40.798772077781294,-73.8627105275003,6.0,21.33,60.56
2023-09-16 16:48:00,40.58097237571817,-73.87213394681474,40.837799328578896,-73.75040060547995,1.0,23.46,67.43
2023-06-02 13:24:00,40.618594001846695,-73.85125520067156,40.697313975938,-74.0103323501521,4.0,27.97,81.17
2023-07-14 09:46:00,40.56582955111868,-74.09896548479979,40.74948987016274,-74.04277785931579,2.0,6.65,24.64
2023-02-21 23:50:00,40.66386561576714,-74.12382455815995,40.76466709295404,-73.90745831888205,5.0,12.05,37.56
2023-05-05 14:51:00,40.68603705139132,-73.70485364951129,40.73157071353038,-73.73250109493631,6.0,5.31,17.54
2023-06-28 06:22:00,40.64497216112086,-73.98217278726014,40.58380173911723,-74.11669680866126,6.0,20.26,55.52
2023-04-29 23:39:00,40.840058128203175,-74.12692849134261,40.63119551163581,-73.75538208121063,4.0,10.36,30.17
2023-12-03 14:34:00,40.67486366434275,-74.07815930357114,40.59884136617702,-74.08132431420721,3.0,8.73,22.51
2023-10-04 07:27:00,40.64832707839058,-73.75660730138758,40.83983823715974,-73.96124958945308,4.0,26.73,77.77
2023-07-16 13:40:00,40.73994362910538,-74.0573905955178,40.680405239157295,-73.78002946664479,5.0,9.22,31.19
2023-06-09 22:03:00,40.59932347874116,-73.93983106792784,40.65079647918896,-73.89602843802142,3.0,3.0,12.37
2023-08-25 03:15:00,40.83076894326391,-73.84963661630084,40.62641510604694,-74.02650069439449,6.0,15.55,45.44
2023-02-10 17:35:00,40.576092725287914,-73.71535950331733,40.79576849127851,-74.09468362402093,2.0,16.83,47.02
2023-06-16 18:54:00,40.89541042781018,-74.14365837552995,40.73202390594243,-73.86571673368532,1.0,11.27,28.5
2023-01-24 08:59:00,,-73.93058781650086,40.75722464725183,,,,12.65
2023-08-18 16:56:00,40.61955048853696,-73.70178567184846,40.814719724131386,-73.93408606234298,3.0,18.97,58.17
2023-10-20 02:51:00,40.55193274099326,-74.09522508959334,40.889441555026785,-73.83858923150858,1.0,13.07,38.31
2023-07-14 23:06:00,40.83541149995919,-74.09432736338381,40.809416412192974,-73.89714572347783,6.0,11.04,34.95
2023-02-18 04:43:00,40.79740007034666,-74.11083095795637,40.88989200899525,-73.8269618574017,4.0,29.36,90.2
2023-06-03 15:11:00,40.805152508814345,-73.92147018322339,40.79417754696572,-73.73620714751603,5.0,16.77,47.87
2023-08-18 03:23:00,40.81994462134008,-73.99321496113976,40.7870262084318,-73.9809467875893,1.0,16.51,50.24
2023-06-04 19:55:00,40.57591562810693,-73.82768567462914,40.60048192525974,-73.82094963994749,3.0,20.5,64.64
2023-12-30 12:41:00,40.67546300499049,-73.89291650130995,40.582541130249005,-73.71975537949974,3.0,3.21,10.72
2023-10-16 02:10:00,40.59055417083379,-73.88862200175885,40.55837522216022,-74.04900683253322,4.0,12.67,37.95
2023-12-01 03:01:00,40.85208619905646,-73.92002341760373,40.79280196054147,-73.7359998173694,4.0,14.18,40.15
2023-04-15 00:51:00,40.76815434438964,-73.70357079302948,40.77717028304997,-73.96257556471717,5.0,13.76,39.37
2023-07-12 21:06:00,40.66581430869842,-73.90742793242262,40.770965402021695,-74.1257460266927,2.0,3.35,15.15
2023-04-12 16:13:00,40.572245422600105,-74.11743663784821,40.76877603815623,-74.05082085031157,2.0,10.46,25.75
2023-06-29 14:07:00,40.65884381260048,-74.00501241285023,40.79092643648618,-73.75034581233756,3.0,4.0,14.52
2023-07-11 07:44:00,40.66381416270936,-73.79869517414753,40.84243261288124,-73.90032914055136,6.0,23.81,72.13
2023-11-08 23:25:00,40.80536216241832,-73.86719516158182,40.804137078473545,-73.73670748832443,3.0,5.92,18.67
2023-10-18 20:01:00,,-73.84222351517916,40.75975350970374,,,,3.45
2023-09-21 14:20:00,40.86052445990171,-73.73518719675121,40.626276773203436,-74.14835908291758,1.0,3.25,12.02
2023-06-09 16:54:00,40.71527522380668,-73.95029887049235,40.81854467294449,-73.83713892251387,5.0,26.74,79.13
2023-04-11 17:31:00,40.5918579860784,-74.1412150773134,40.63736867904115,-73.94827103525726,2.0,2.64,10.14
2023-12-26 08:48:00,40.799635675528044,-73.70445949842033,40.788109296686734,-74.11489068465832,3.0,2.81,10.69
2023-03-08 04:45:00,40.81627476701591,-73.94544000585455,40.59714646047081,-74.03068286907006,3.0,24.89,69.68
2023-02-04 07:25:00,40.74644701914932,-74.10607476874816,40.728514703403874,-74.08304332977553,5.0,10.66,34.03
2023-03-21 20:15:00,40.81983851298409,-73.90313715335346,40.771517868535284,-73.94737027361323,3.0,15.77,43.34
2023-04-22 07:05:00,40.722828458727534,-73.88440857095705,40.83531424590221,-74.01414658885393,6.0,26.46,71.83
2023-04-27 11:53:00,40.7329564902837,-73.89604996243416,40.79588826487968,-74.05581437766703,6.0,12.69,37.05
2023-11-04 09:46:00,,-73.71578693103872,40.8322527296034,,,,61.58
2023-02-16 06:13:00,40.55889669436043,-74.00616405527255,40.849324314311964,-73.7244886631238,1.0,13.95,39.05
2023-10-08 04:17:00,40.58776199944765,-74.13446909303246,40.8568346293367,-73.71760268592526,5.0,21.01,69.21
2023-10-05 21:16:00,40.56100021499035,-73.73611149294462,40.85836230511021,-73.98245593442552,4.0,10.79,29.07
2023-12-07 19:45:00,40.77274364394232,-74.06394264395682,40.64222723690901,-74.03110581878563,2.0,14.96,46.87
2023-07-03 01:46:00,,-73.8127477788544,40.832767195195515,,,,31.95
2023-01-09 08:38:00,40.727999741907645,-74.05819564256058,40.555925276396735,-73.9862368238576,1.0,2.44,10.78
2023-03-25 09:56:00,40.86764826587413,-73.77696104816869,40.8776142677158,-73.78714550225443,2.0,27.51,77.29
2023-07-14 07:06:00,40.637252280202105,-73.7421278569141,40.615174407643536,-73.97378670526957,4.0,26.22,77.97
2023-09-05 16:59:00,40.693634023062465,-74.10258948295537,40.85922626068188,-73.89287241973544,6.0,18.99,59.25
2023-03-23 05:30:00,40.814442898490064,-74.0837264544953,40.831506533632115,-73.70537478445057,4.0,6.48,20.56
2023-08-02 17:17:00,40.630079357922064,-73.73362006052999,40.68633888375309,-74.09106819356985,5.0,12.33,37.09
2023-11-13 14:04:00,40.57694296844007,-73.80318301813327,40.8871894264731,-74.00583837428468,4.0,6.36,19.72
2023-04-26 04:00:00,40.65141300851982,-74.13249640748658,40.58292144868672,-74.11677135730015,6.0,14.02,40.15
2023-11-27 09:23:00,40.6064274505389,-74.06801022807305,40.651848827477146,-73.71934817121819,6.0,20.54,62.97
2023-01-03 08:42:00,40.8753941783199,-73.96456570266197,40.63862944488565,-73.92950105024637,3.0,19.0,58.35
2023-07-11 19:03:00,40.832842132847546,-73.76111074005013,40.55287411107806,-74.00381466933297,5.0,23.04,71.28
2023-12-31 12:22:00,,-74.0820240944259,40.607614905776515,,,,30.8
2023-05-11 02:10:00,40.8550112065657,-73.82413693503608,40.82791316445867,-73.95260535290575,4.0,24.7,68.0
2023-03-19 11:39:00,40.83128522691469,-74.1123285486289,40.8411264812413,-74.1475067534335,4.0,4.63,14.49
2023-08-06 07:42:00,40.61529952061011,-73.93977396284184,40.810765535426945,-73.89751682221853,5.0,19.74,51.39
2023-05-25 20:13:00,40.86239564947149,-73.8219526720243,40.741638494630095,-74.10990087225748,5.0,24.35,69.68
2023-04-22 07:03:00,40.738769784670474,-74.12087895723135,40.771307224118715,-73.70687054429902,4.0,26.05,76.1
2023-09-30 06:37:00,40.83260405430742,-74.05809257714118,40.75354452497956,-73.74056367047109,5.0,8.75,25.87
2023-04-28 15:16:00,40.86363195497322,-73.7936859145545,40.6383103468231,-73.81226118513918,6.0,5.51,16.03
2023-01-01 09:59:00,40.66130121624015,-74.07641665034213,40.684622648156896,-73.8646461017412,1.0,11.9,32.85
2023-08-25 01:02:00,40.58851817358468,-73.8496089236009,40.836435716397254,-74.13032641556538,2.0,23.42,66.45
2023-12-22 19:00:00,40.62977730688968,-73.86101599078799,40.58281351316326,-74.0487419645924,6.0,24.74,74.83
2023-01-15 04:22:00,40.699487726019186,-73.91582281491971,40.56355421722968,-73.96045447601193,4.0,12.96,37.44
2023-03-23 11:01:00,40.83630516807287,-74.05923025692891,40.79082170860028,-73.80053279934178,4.0,11.91,38.96
2023-09-22 07:32:00,,-73.96237692465218,40.84344720611965,,,,35.76
2023-08-12 22:11:00,40.55243324568591,-73.87020434864982,40.76604968389313,-73.81045233253249,2.0,11.85,31.58
2023-06-24 08:43:00,40.728761555902146,-73.75322407682378,40.81681756301951,-73.88075118914337,5.0,11.75,33.63
2023-02-12 04:18:00,40.69609385110207,-73.79096518432256,40.8920602717432,-73.92880191342987,3.0,1.62,12.15
2023-06-25 09:32:00,40.62773773366475,-73.87669490539724,40.77083027369764,-73.73562699731512,2.0,17.19,50.58
2023-02-27 08:22:00,40.59195287856679,-74.04718806988838,40.70544269172542,-73.85230831204231,6.0,13.87,39.57
2023-03-04 08:54:00,40.66816530999127,-74.05248528655768,40.89761104137696,-74.02764491487444,3.0,24.57,69.19
2023-12-20 21:17:00,,-73.78375073164474,40.77000976783392,,,,78.33
2023-02-20 09:34:00,40.663121026207264,-73.85101005437996,40.61212024438436,-73.85360174124018,1.0,15.38,53.21
2023-04-02 13:49:00,40.731576717610174,-73.98887276590999,40.7897981552713,-74.10818748718985,4.0,24.17,70.7
2023-04-04 11:48:00,40.79605663561331,-73.7128334385258,40.81009519398234,-74.08362611236252,1.0,17.75,54.17
2023-12-13 02:09:00,40.67727036083275,-73.74960765013759,40.55394563029882,-73.73292046203754,2.0,2.23,10.72
2023-05-01 05:48:00,40.89012372895233,-73.84781973564847,40.701548903955214,-74.02989618258627,2.0,8.11,26.4
2023-07-13 00:12:00,40.886856553229734,-73.98384662872644,40.88121260242573,-73.98748701637467,1.0,19.98,59.92
2023-11-05 02:52:00,40.638123803538875,-74.01105953696207,40.835684875554,-74.09620211671324,6.0,1.79,11.69
2023-06-04 05:26:00,40.72403697706233,-73.72727728495418,40.62165740475206,-74.06349283267338,2.0,4.04,16.4
2023-05-27 11:22:00,40.65530740843587,-73.95044023001793,40.65662625457855,-74.10334447577178,3.0,1.04,4.84
2023-08-15 23:38:00,40.64969417303211,-73.78999228028054,40.781063063896575,-73.8092427936484,2.0,15.66,45.09
2023-10-18 12:53:00,40.56291043157408,-73.72712506433375,40.86942996759561,-73.90148599239694,4.0,17.62,51.1
2023-09-29 21:59:00,40.76334751689296,-73.92859698658651,40.857353784465545,-74.01471395725464,3.0,12.14,35.73
2023-11-16 00:21:00,40.7259376581301,-73.85610121753597,40.63497660137359,-74.03066256010612,5.0,22.7,64.87
2023-11-25 18:17:00,40.56801756293749,-74.11118509959338,40.78852077348828,-74.13409890486855,1.0,4.63,17.04
2023-03-30 02:42:00,,-73.85633836358255,40.74745982870364,,,,35.21
2023-06-30 12:27:00,40.86789306008833,-74.053212411743,40.68152419695468,-74.05502101083545,2.0,18.45,55.25
2023-06-13 14:52:00,40.633846661733436,-73.84826363324395,40.65536503566364,-74.06063543075393,5.0,6.33,25.84
2023-02-16 14:56:00,40.600713205231926,-74.104529504223,40.724410871184496,-73.78059231909965,1.0,22.49,65.01
2023-09-04 04:28:00,40.72130846609714,-73.92715631359088,40.748966294727,-74.10726936316188,3.0,12.54,39.22
2023-01-16 07:36:00,40.89497765893871,-73.9155423956916,40.86481898958712,-73.83447203779411,3.0,11.34,36.16
2023-06-17 13:32:00,40.63471934502902,-73.93241627392693,40.81220106906839,-74.03851023196043,3.0,3.02,11.1
2023-06-10 08:34:00,40.785247441592055,-73.80947413134348,40.57105863361152,-73.84144978903393,6.0,29.18,88.46
2023-01-06 05:40:00,40.81656686536505,-73.81046572956971,40.611914240041834,-74.10412368014575,3.0,29.08,78.01
2023-02-21 16:41:00,40.63317314039734,-73.83212996749606,40.63320440334812,-73.91066380091756,2.0,2.28,5.92
2023-02-12 20:53:00,40.80487572201415,-73.86576627070208,40.6221090532173,-73.94506980919756,3.0,5.14,17.97
2023-06-16 17:02:00,40.67872409645174,-73.743023533753,40.65363103151315,-73.94265341897038,5.0,25.72,73.72
2023-02-19 01:54:00,40.771307040707754,-73.89096251962854,40.69224400273107,-74.05101066499951,1.0,21.16,62.25
2023-01-23 20:58:00,40.77173539876631,-73.99325530450393,40.555914544622595,-74.08768508265226,6.0,23.29,66.83
2023-08-29 14:39:00,40.737521139426164,-74.12336503369826,40.57386724384033,-73.78641690658016,6.0,10.59,31.77
2023-02-21 14:19:00,40.58160141951904,-73.90888327285312,40.78181508407665,-74.07358339375736,1.0,16.49,44.75
2023-06-23 07:25:00,40.842355873456235,-74.04751602002985,40.76025062226393,-73.95437308727651,2.0,10.16,26.82
2023-07-22 18:44:00,40.6622730227401,-73.9758668574327,40.85672141372118,-74.13551202989517,3.0,27.94,80.74
2023-12-20 11:13:00,40.61528147863994,-74.12752429525705,40.884255238750946,-74.07038025710672,1.0,21.76,63.63
2023-06-06 00:03:00,40.56427129954417,-73.86160549400698,40.80609269258756,-74.08854477794327,3.0,2.41,9.33
2023-04-07 08:19:00,40.75681253011588,-73.75098982589446,40.68813436589881,-73.83842149426619,5.0,27.49,78.0
2023-12-11 04:31:00,40.787147526644794,-74.00368655588288,40.81037669574944,-73.80358556179152,1.0,16.84,46.36
2023-06-26 22:41:00,40.55580574012475,-73.78780566765349,40.75254375466385,-73.76075729075102,3.0,4.36,13.77
2023-12-11 09:48:00,40.72923257040475,-74.09316282151279,40.88007083914638,-74.13214263827668,2.0,1.7,5.66
2023-10-24 09:53:00,40.62927352131928,-73.82458786247778,40.866569298113696,-73.75358301766934,2.0,24.78,72.3
2023-05-19 15:39:00,40.77581047664331,-74.11410789488548,40.844078870560345,-74.00163811808281,2.0,28.56,83.75
2023-03-10 16:27:00,40.61102825015175,-74.03361604540689,40.7776353630174,-73.7430417213161,5.0,14.13,41.13
2023-03-12 13:59:00,40.791828208335865,-73.98789143466908,40.60984614904682,-73.96323620166972,6.0,10.94,33.35
2023-11-10 21:09:00,40.685357371205185,-74.079445219001,40.819382211539455,-74.14475561609457,3.0,7.43,24.03
2023-09-15 23:47:00,40.877855496057855,-74.06697620417535,40.85759148365436,-73.92357725704878,3.0,21.1,60.82
2023-11-05 10:34:00,40.598132330451094,-73.83548345285908,40.812819609886695,-73.88132858750362,2.0,18.12,53.41
2023-10-27 08:31:00,40.66937322286759,-74.1069044877436,40.75496942372907,-73.88086081319355,1.0,12.82,36.54
2023-12-07 01:50:00,40.5897157324342,-73.72974163787346,40.81052991615372,-73.72917368485746,2.0,6.78,24.24
2023-02-09 10:42:00,40.873642766397495,-73.8042367449277,40.67815332366015,-73.95781522868687,4.0,19.54,60.99
2023-03-13 15:58:00,40.857068773683345,-73.98946984440087,40.599073927187504,-73.9329968788951,3.0,4.43,20.68
2023-02-14 03:16:00,40.640279569700304,-73.86705763289054,40.66831209638549,-73.70158910780266,4.0,28.12,89.66
2023-10-21 04:19:00,40.78099441611196,-73.82626276846301,40.851139880021655,-74.1399956206213,5.0,29.16,76.96
2023-09-05 01:44:00,,-73.88248208280547,40.86359489342838,,,,20.21
2023-03-21 13:36:00,40.74432028405981,-73.87178421659988,40.62020675822512,-73.83710916111512,3.0,4.25,9.89
2023-07-01 01:35:00,40.7353777024246,-73.73781399676228,40.580627398626106,-73.88466362628819,4.0,28.88,78.38
2023-05-20 12:16:00,40.634648301815155,-73.753507691267,40.58428815313296,-73.91840571945963,3.0,0.98,4.44
2023-05-19 12:08:00,40.58258596873206,-73.73878775902676,40.74100112582455,-73.98836265862573,4.0,17.3,53.72
2023-11-23 16:05:00,40.864025515283664,-73.75165510995595,40.64346295808516,-73.85600198777382,1.0,24.73,76.6
2023-04-13 01:51:00,40.86514632000716,-73.84157292648511,40.699698223481306,-74.05055124555734,3.0,5.5,20.37
2023-11-04 04:54:00,40.77158551004564,-73.92871006421143,40.74092295507482,-73.72954633708076,5.0,19.52,58.66
2023-05-14 14:41:00,40.66866042686704,-73.93067738697528,40.569995387723814,-73.73004125530653,2.0,8.86,31.72
2023-07-22 19:55:00,40.67222335111443,-73.80279737537437,40.826238977808174,-73.9270540327344,1.0,4.49,14.88
2023-12-03 21:00:00,40.804084487604584,-73.73422060473304,40.61279183473688,-73.88615053342815,3.0,10.45,30.12
2023-07-01 21:41:00,40.8639885909834,-74.11037322543606,40.70798602836687,-73.70020247406278,6.0,10.1,31.32
2023-02-24 21:26:00,40.86048024849279,-73.75542820983435,40.85495082878569,-73.88944315270061,6.0,22.08,60.36
2023-11-19 16:16:00,40.82295644105017,-73.7676447200619,40.83777672989025,-73.7535819692236,1.0,4.92,16.16
2023-03-13 07:04:00,40.774711076154,-74.11058443065822,40.8610083238947,-74.07901361073401,3.0,1.16,5.97
2023-02-06 20:05:00,40.579448987748265,-73.85455378626504,40.799072619566594,-73.97361854101287,6.0,24.62,70.09
2023-01-11 17:54:00,40.60657004993311,-73.712649389542,40.632339669233644,-73.88394008008137,1.0,2.95,10.49
2023-03-09 21:53:00,40.86449396598448,-73.76675414547469,40.688881647386964,-73.7333857486031,6.0,29.72,85.3
2023-06-22 03:01:00,40.762250170880854,-74.12172078872256,40.58535198955831,-74.13225206055415,5.0,22.15,63.49
2023-05-02 02:29:00,40.55321896806582,-73.73366592939449,40.6804667460536,-73.8012281963103,2.0,3.85,17.5
2023-10-23 22:36:00,40.58551504000311,-74.07211179275978,40.55172526829246,-73.85420345045628,6.0,25.05,80.26
2023-12-20 15:11:00,40.78222561918782,-74.11738591460026,40.739881480769924,-73.97405528971213,1.0,7.78,27.4
2023-12-17 12:20:00,40.551771554346175,-74.04747236884012,40.5681181659899,-73.81396554070163,1.0,18.66,50.94
2023-06-05 15:30:00,40.606282817996124,-73.93254256339566,40.58860566683187,-73.89586175810018,5.0,22.57,66.11
2023-10-20 00:41:00,40.7420568262783,-73.78314864442841,40.75385396118815,-73.95213991724651,2.0,18.94,55.78
2023-02-12 16:43:00,40.79216331919244,-74.02979638141319,40.57305189321568,-74.11642946197871,1.0,6.01,21.78
2023-04-30 21:14:00,40.778186440825905,-73.97438654073564,40.791651895386735,-73.97897555802622,1.0,6.39,23.54
2023-10-03 23:02:00,40.62849425831119,-74.08651479964212,40.785936032047076,-74.0060908104853,2.0,16.94,50.71
2023-01-02 13:40:00,40.799262727471636,-74.01880190696393,40.87028929513595,-73.82539996817316,1.0,7.79,18.16
2023-10-12 07:06:00,40.63303718062388,-73.74406837053563,40.71400659448324,-73.7206410803326,5.0,13.56,38.56
2023-07-13 02:45:00,40.66388989435574,-73.84364292563905,40.89755609570261,-73.81276880241305,1.0,8.14,25.94
2023-11-28 07:50:00,40.81127199179131,-73.84673419205944,40.87265158627819,-73.95406523660367,2.0,6.54,23.22
2023-07-27 17:05:00,40.77737151466653,-74.03757182769284,40.70113567360816,-73.87257218233596,3.0,1.85,7.3
2023-11-05 00:35:00,40.84722819367296,-74.08420319111761,40.66043328693304,-74.10160775424431,3.0,29.07,86.52
2023-12-21 09:11:00,40.78016451230512,-73.7506573284249,40.72103650418577,-73.94784898001767,1.0,6.41,19.91
2023-04-23 17:16:00,40.748908011167416,-73.72535902655252,40.71502852287511,-73.95832923138224,3.0,4.48,21.28
2023-05-19 06:42:00,40.58278616873983,-74.12588795023689,40.606171521660606,-73.83987008393204,4.0,21.48,61.44
2023-08-05 01:20:00,40.6787005310708,-73.91142717347869,40.830686119223294,-73.7104957805738,3.0,9.15,30.94
2023-06-08 12:35:00,40.6428208286886,-73.95208107111364,40.58377605728529,-73.91467750320052,3.0,21.11,60.76
2023-02-12 14:04:00,40.63539637518268,-73.81771843067752,40.590633759589785,-73.87029300630118,6.0,0.76,7.23
2023-02-14 09:18:00,,-74.01419232143397,40.75244270175033,,,,75.78
2023-08-17 08:38:00,40.687584203633364,-73.87074011051126,40.63036464776667,-73.98854520230317,5.0,13.3,43.91
2023-02-11 15:02:00,40.862216294311985,-74.11283776371604,40.85962120514945,-73.79761141185082,5.0,19.51,55.33
2023-02-06 12:18:00,40.77089851909904,-73.77967069520813,40.89934780635287,-74.0810855677249,2.0,25.75,74.69
2023-12-14 04:28:00,40.82818395623958,-74.04258632073235,40.60421681874567,-73.99659477980926,4.0,1.88,4.07
2023-04-25 15:20:00,40.725922982586816,-74.00873332608003,40.87856661248336,-73.7806318109781,1.0,15.42,39.11
2023-02-11 10:02:00,40.75191635961922,-73.97979067726757,40.82588081077255,-73.8843445883833,2.0,24.64,74.3
2023-02-28 08:02:00,40.7223811928366,-74.05702288314649,40.68252932730949,-73.7277817244688,1.0,29.58,86.73
2023-05-16 07:31:00,40.61833504572931,-73.78599588931719,40.73662096924784,-73.86757683287372,2.0,29.11,81.88
2023-02-19 21:29:00,40.80285824034153,-74.11909650218826,40.68703444137326,-74.00759632095263,1.0,15.51,47.35
2023-02-19 11:42:00,40.648270326854295,-73.7299102388033,40.729917766239275,-74.11261400651324,6.0,25.6,70.47
2023-06-21 06:29:00,40.558510588251,-73.73123331315546,40.73011032451373,-73.72652224406389,6.0,26.99,80.98
